lat,lon,s5p_co,s5p_no2,s5p_o3,s5p_so2,modis_aod_047,viirs_ntl
-6.256765953892468,106.87706092812007,0.0348034960824605,0.00010862671323178764,0.1167696597325771,6.706044353532044e-05,399.0535714285714,39.42956275206346
-6.256765953892468,106.88604408096128,0.0348174032086741,0.00010775423640223652,0.1167531198537298,7.953829610779403e-05,412.6666666666667,31.530056132210625
-6.256765953892468,106.89502723380248,0.0347876380409907,0.0001040575576630969,0.1167771391731014,9.269999365317613e-05,427.0,30.13948652479384
-6.256765953892468,106.90401038664366,0.0347861246773016,0.00010015503241157564,0.116888652105346,7.975432897982298e-05,419.6666666666667,34.79578252585537
-6.256765953892468,106.91299353948486,0.0347458454433854,9.43266530778619e-05,0.1167596403251807,8.686619185746082e-05,427.8,40.87623964037214
-6.247782801051272,106.75129678834334,0.0354769744338922,0.00012043829751901668,0.1168801035987877,-2.369035961118367e-05,435.6,34.42904019502043
-6.247782801051272,106.76027994118454,0.0357708650278024,0.0001238424687163519,0.1168715029622519,-3.864251114649018e-05,443.3333333333333,35.41891568899155
-6.247782801051272,106.76926309402572,0.0357708650278024,0.0001238424687163519,0.1168715029622519,-3.864251114649018e-05,436.5,34.91418728527722
-6.247782801051272,106.77824624686691,0.0357882528568467,0.0001240533930003502,0.116883899023651,1.6188282609170937e-07,420.5,44.95762210422092
-6.247782801051272,106.78722939970812,0.03546912806408,0.000124042797630213,0.1168807124137561,1.526513512825393e-05,423.56666666666666,46.65198112627782
-6.247782801051272,106.79621255254932,0.0352957107592485,0.0001279542198759742,0.1167419315463896,4.1677648846215256e-05,410.1666666666667,61.62365236469344
-6.247782801051272,106.80519570539052,0.0352652182138012,0.00013142021091200735,0.1167517656459192,7.124226572708493e-06,404.57142857142856,61.76197511058743
-6.247782801051272,106.81417885823171,0.0350196002459748,0.00012772755787109907,0.1167399201120969,2.144308953274817e-05,396.5,45.81390229393454
-6.247782801051272,106.82316201107292,0.0350362605641747,0.00012750190702104114,0.1168786455828849,1.8732041098690053e-05,427.0,46.37560339819027
-6.247782801051272,106.83214516391408,0.0350325050839721,0.00012396483016655885,0.1167559105652094,4.442694474319732e-05,418.0,46.8520259312221
-6.247782801051272,106.84112831675527,0.0350481670919791,0.00012065746095423493,0.1167578027924018,5.316894241388528e-05,424.5,45.68486090629332
-6.247782801051272,106.85011146959648,0.0350330648031548,0.00011280143022607648,0.1168625283397972,5.3591449689212776e-05,425.3636363636364,51.34056815234098
-6.247782801051272,106.85909462243768,0.0350330648031548,0.00011280143022607648,0.1168625283397972,5.3591449689212776e-05,425.57142857142856,53.412710189819336
-6.247782801051272,106.86807777527888,0.0347989064880134,0.0001084930523363324,0.1168754668199827,8.018103168797405e-05,422.1428571428572,57.30879382697904
